Gene	CRH9EOS_d0	CRH9EOS_d1	CRH9EOS_d2	CRH9EOS_d3	CRH9EOS_d7	CRH9EOS_d10	CRH9EOS_d20+E	CRH9EOS_d20+X	ctrl	HNES1_d0	HNES1_d1	HNES1_d2	HNES1_d3	HNES1_d7	HNES1_d10	HNES1_d20+E	HNES1_d20+X
DCAF4L1	0.560765842	0.419146062	0.378595388	0.295918756	0.195487392	0.17761125	0.261659392	0.239520514	0.263675391	0.539335478	0.218864981	0.225095881	0.165825818	0.229048106	0.268887249	0.263452695	0.224381681
SPACA6	2.515033051	2.458579596	1.90878775	1.225586989	0.92598808	0.747300898	0.919055466	1.274476017	1.267550753	2.133509498	1.543719936	1.358604664	0.880317736	0.722912663	0.901517627	0.836112559	0.736119704
MBD3L3	0.149502723	0.180594599	0.576631633	0.64472917	0.133415448	0.122941404	0	0.046358838	0	0.054155956	0.111942075	0.224594656	0.108268519	0.398952606	0.228357507	0	0
ZSCAN22	1.611316455	1.315531545	1.247045986	1.216011703	1.109016054	0.964367409	1.081883391	1.268739479	1.058763541	1.372863567	1.15037343	1.09474186	0.973824863	1.02143187	1.049873915	0.859362863	1.212429328
KCNJ14	0.695905805	0.550936707	0.455934807	0.52952775	0.524486285	0.53797501	0.397542348	0.495637314	0.460423547	0.705652534	0.49040355	0.542676678	0.501894412	0.549873142	0.545795984	0.389668725	0.594192805
FBXL6	3.178564471	3.28660451	3.222552241	3.05160933	2.699243181	2.806755128	2.552416774	2.835536362	2.406578821	3.110787705	3.2378883	2.980590265	2.869291461	2.920338634	2.920728124	2.648503922	2.753834616
C1S	1.1588697	1.050160684	0.879682743	1.005155693	1.160933945	1.242818234	1.490872917	1.664300851	1.120445563	1.335017152	1.291359224	1.122212491	1.034021962	1.581965421	2.106905721	2.039819355	2.605728629
GLTPD2	1.093179219	0.586979095	0.432675982	0.32439399	0.232687556	0.197445514	0.195646546	0.58407792	0.393101064	1.376478489	0.857076218	0.565233895	0.685786704	0.502608716	0.727482672	0.182938322	0.340295724
KIAA2012	0.047577374	0.027867611	0.030418674	0.03851341	0.02388352	0.01397967	0.053972249	0.042823152	0.038544867	0.053673424	0.021869495	0.057363603	0.028122284	0.022959845	0.037197187	0.037649961	0.08915338
PRAMEF8	0.105472947	0.472382731	0.479545655	0.759641396	0.273296668	0.127873893	0	0	0	0.120021768	0.137653441	0.114639676	0.191381239	0.397337827	0.306259102	0.040912991	0.047098059
LIPF	0	0	0	0	0	0	0.017703779	0	0	0.02052295	0	0	0	0.017981808	0	0	0
OR5P3	0.086669693	0.039231681	0.042984407	0.110792387	0.566920544	0.32400068	0.573776639	0.240796978	0.21681397	0.097829401	0	0.092658513	0.045659604	0.302654866	0.821647558	1.276679596	1.155192101
DAOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017981808
ZNF804B	0.008720885	0	0.016827129	0.008437448	0.00890975	0.024058139	0.018197041	0	0	0.009381589	0.028026938	0.020200277	0.009287258	0.009098541	0.026208221	0.043232625	0.080601221
KBTBD3	0.400630645	0.321388402	0.494744924	0.355068018	0.528766352	0.659368238	0.613692127	0.69243025	0.654114522	0.388594005	0.4283932	0.52528499	0.423181336	0.29811805	0.57888169	0.54987803	0.601877923
YBEY	3.300494957	3.185889671	3.015462483	3.205627803	3.239952147	3.256869786	3.092877312	3.387791537	2.921377841	3.514389884	3.297676422	3.168252192	2.861169057	3.043236435	3.120717655	2.752148781	3.181479409
CLN8	3.238659392	3.160136126	2.974427585	2.822653583	2.782488705	2.619411605	2.709414021	2.338567611	2.656216453	2.994242635	2.689642647	2.628497705	2.514739039	2.65364435	2.693510828	3.047199224	2.479711771
PLCXD1	4.646198604	4.690708179	4.635484438	4.468721193	4.188361968	4.29572396	4.855848892	4.491131201	4.924509185	4.754364398	4.97172758	4.893760491	4.974733317	4.320299381	4.245169243	4.460677975	4.341927518
NXPH4	0.878822335	0.780299209	0.935921532	1.177697957	1.462862104	1.337832747	1.339034127	1.128446638	0.708830387	1.138461511	1.458732906	1.783352542	2.486217971	1.485314701	1.667031811	1.288303184	1.102343482
CACNB4	0.028942411	0.036814764	0.05590798	0.078624224	0.05134405	0.129759139	0.179750703	0.131801658	0.249818001	0.028882219	0.054556616	0.110174744	0.145233809	0.063239045	0.11383626	0.219796585	0.2295047
IFNL1	0	0	0	0.040205787	0	0	0	0	0	0	0	0	0	0	0	0	0
TRAPPC6B	2.99936165	2.63444011	2.802814332	2.80334028	2.907944019	3.001045581	2.828653944	2.708517031	2.805907719	3.284413871	3.078386971	3.185648393	3.402655022	2.944098631	3.052820752	2.868668457	2.96260618
PGBD4	0.660446588	0.478883246	0.501033989	0.463286828	0.511016406	0.46114046	0.399748262	0.555566209	0.438392177	0.484077277	0.470265882	0.340308558	0.317220607	0.374944273	0.433555621	0.356928762	0.527324603
NPLOC4	4.108757846	4.040445277	3.911852928	3.917036895	3.634501871	3.609818773	3.497826054	3.698623107	3.42344829	4.161198002	4.116132125	3.906512983	3.742025666	3.862969106	3.687385981	3.409077928	3.701160281
KCNK4	0.062361471	0.028102541	0.042435513	0.084692849	0.042640007	0.042923462	0.032177248	0.014214779	0	0.104208986	0.051608175	0.07040048	0.049041569	0.042873658	0.062448225	0.068408971	0.015706516
TEX19	0.832829673	0.867533061	0.86299999	0.834411061	0.674122342	0.56406099	0.800855451	0.864803941	0.875478721	0.86821694	0.881539222	1.278258018	0.988194826	0.376940549	0.374770317	0.424913879	0.547759125
TSHZ2	0.448113045	0.427774576	0.499546126	0.390224916	0.467103345	0.490177906	0.528857183	0.532776975	0.746898825	0.469587682	0.575361281	0.956991421	0.824046235	0.508291426	0.644781561	0.860320701	0.549837217
CAPN12	0.713094587	0.821309746	0.788451479	0.8817617	0.707436012	0.774201186	0.782541251	0.602059711	0.875044325	0.5225022	0.479097907	0.624866088	0.614992672	0.464585016	0.661848003	0.639330522	0.564620065
EXOC7	3.258426747	3.838956969	3.825876037	3.655145206	3.128066815	3.173830026	2.99202865	3.265090093	2.718851716	3.153530386	3.683830354	3.537198501	3.384889551	3.160934766	3.158679115	2.427071706	2.987383042
KPNA2	7.430675724	7.68325241	7.587111878	7.592953295	7.399236864	7.366232819	7.289010902	7.331595593	7.506274675	7.228670851	7.173832406	6.903847344	6.947227804	7.464257538	7.47523626	7.203575148	7.374834986
XKRX	0.373735372	0.799572338	1.091966239	0.642854958	0.250392078	0.420822408	0.629562557	0.854741896	0.414216029	0.636584238	1.115273844	0.808751692	0.705405127	0.365662056	0.377692633	0.587290804	0.334211119
BGN	2.047679911	1.849816176	1.453012575	1.126022658	0.589624603	0.470742178	2.156762486	1.146165973	1.695933045	2.098544559	1.384483389	0.935465754	0.768013445	0.402838871	0.801895518	0.965686855	0.703810508
CEP97	2.295259322	2.515926987	2.672375312	2.515469269	2.344275283	2.276787426	2.250947056	2.171470461	2.434974155	2.476612598	2.573832485	2.785564612	2.694973379	2.277452062	2.250293933	2.203156722	2.185192841
LHFPL1	0.092452726	0.041133779	0.409179534	0.604223851	1.062241338	1.439490581	1.920066982	2.071653377	1.711601112	0.201960687	0.220691143	0.65389063	0.763917379	0.768346317	1.428584786	2.117106625	1.474138322
FES	1.92948341	2.216775673	2.300294637	2.27583034	2.004255034	1.798538067	1.471525689	1.77931857	1.361090467	1.642581651	1.989302115	2.028891979	1.993367664	1.831728874	1.910873987	1.482695852	1.787277972
GLRX5	4.618518341	4.473682086	4.487335219	4.424691372	4.397519768	4.45049933	4.599186557	4.601966691	4.714755636	4.644369025	4.535723247	4.507555316	4.42119422	4.492501743	4.48546991	4.640325256	4.40530594
FAM104B	1.524819983	1.698114465	1.715034185	1.773270274	1.968501735	2.333831981	2.740455675	3.129759705	2.308295849	1.739845768	1.860271942	1.81057344	1.878110461	1.853514784	2.088326536	2.292381163	2.335023038
TBPL2	0.800876661	0.960286252	1.188550305	0.9733387	0.277214	0.189426014	0.069064914	0.030374778	0.035729285	1.034599864	1.095229407	1.209923524	0.988162418	0.452746747	0.189919547	0.083787339	0.079446213
CAV3	0.302614842	0.19244185	0.168751933	0.055972741	0.170264363	0.182036854	0.187564974	0.081489129	0.277827066	0.067941096	0.088849039	0.200820098	0.128163529	0.135954878	0.061974497	0.256941813	0.140491002
MXRA7	1.48283842	0.507168517	0.369200528	0.45525056	0.933261304	0.932902383	1.298290581	1.107080862	1.527337022	1.195673315	0.335499585	0.529811005	0.545099679	1.012828683	1.278155199	1.458028733	1.117157189
LIMK2	4.525271668	4.816510331	4.204739355	4.039472789	3.492386503	3.167140085	3.018488257	3.223973745	3.030226071	4.506645414	4.358990762	4.312467824	4.393951212	4.21241952	3.670437183	3.048858544	3.066123202
MFSD5	3.101234185	3.084168834	2.837130818	2.723982339	2.449632027	2.331926191	2.426235334	2.4328005	2.107364291	3.109189933	2.892041165	2.339452695	2.192704311	2.515162809	2.483086432	2.267488944	2.456101631
RNASE10	0.068258004	0.030871131	0.032087284	0.082399463	0	0	0	0	0	0.148763549	0.179893843	0.066416102	0.242093377	0.118564299	0	0	0
ADI1	4.305029462	3.911243988	3.365999797	3.253160975	2.87028083	2.730466978	2.659150613	2.80414032	2.695264506	3.784787849	3.165145792	2.613709047	2.558242919	3.036790019	2.717203555	2.304607936	2.568637188
RWDD4	1.496617085	1.504211255	1.633111564	1.634572667	1.648842861	1.69986036	1.653316312	1.471218462	1.596238901	1.800245642	1.782010838	1.988147882	2.105287328	1.497449393	1.541060404	1.391922779	1.592481833
SPNS3	0	0	0	0	0.013326866	0.042520097	0.031592186	0.016636507	0.01710083	0	0.017796473	0.015659969	0.033179652	0.028101589	0.013420408	0	0.115588862
CLEC4G	0.481940987	0.254512028	0.338790285	0.944007222	0.529225538	0.639431324	0.143472522	0.311966332	0.270177609	0.719861522	0.453981817	0.702820647	1.168293848	0.617351128	0.284328297	0.180873073	0.240042623
SATB1	0.129287067	0.24893467	0.422257241	0.556549198	0.850687118	1.145888352	2.188504003	2.233529557	2.604726227	0.272921468	0.344629101	0.471206332	0.550631026	0.520297272	0.993035828	2.177761996	2.073761741
NXPH3	0.339735756	0.374551895	0.505702671	0.50117062	0.445025636	0.658941833	0.844568995	0.9014328	0.666182705	0.242066541	0.272178619	0.400702213	0.514734063	0.461523874	0.539991992	0.560913334	0.670491473
CSF1R	0.276335611	0.292642825	0.245817745	0.120494077	0.142661313	0.154811259	0.16994904	0.308999852	0.213440751	0.250151114	0.176003553	0.258858557	0.10967157	0.234536328	0.207790297	0.07804033	0.197906073
EPHB3	0.353392558	0.793525672	1.125794079	1.161674212	0.756106392	0.634949342	1.261467587	0.946231837	1.478654857	0.423449035	0.789243746	1.023189544	1.497346408	1.714804265	1.665740725	1.850080521	0.643546625
VCX	0.181392218	0.034376105	0.070088055	0.032941256	0.106199113	0.035226026	0.19444504	0.066667355	0.077553586	0.045878224	0	0.082608421	0.122956919	0.036787748	0.038921324	0.069450169	0
ACTL10	2.025170163	1.931655375	1.783135523	1.380172262	1.310234815	1.279042374	1.236920171	1.40203859	1.025358501	2.070257063	1.604726006	1.512185542	1.065261026	0.7716561	1.193816088	0.856912019	1.09481377
EPGN	0	0	0	0	0	0.021489672	0.022821484	0	0	0	0	0	0.02410388	0	0.023004893	0.04355578	0.022638005
KRTAP11.1	0	0.040205787	0	0	0	0	0	0	0	0.051181984	0.050792715	0.147442024	0.046795344	0.038166764	0.046577141	0	0
C2orf82	0.38938795	0.297601091	0.181768884	0.161923959	0.277108668	0.343124773	0.505244357	0.286741247	0.812304269	0.324154344	0.233311646	0.252457602	0.27708779	0.220189669	0.322235301	0.664105474	0.351985453
HS3ST4	0.049624437	0.095469537	0.234988826	0.2389823	0.504489741	0.651737188	1.08896655	1.047663696	1.492661477	0.079739786	0.417713289	0.450262123	0.474047851	0.731222872	1.030476401	1.239986512	1.219020808
TRAK1	3.911187688	3.548415197	3.239355637	3.263521139	3.098488793	2.961824845	3.0661392	3.029436148	3.302733356	3.781050311	3.286677317	3.30670743	3.407313942	3.035907387	3.057010175	3.280221901	3.117626964
TSPAN10	0.19118892	0.258035745	0.299789329	0.254872001	0.340366372	0.296760668	0.27069111	0.361086526	0.289362767	0.224817392	0.249832915	0.212594052	0.216587122	0.216360621	0.260050167	0.191472219	0.199270488
PLCB1	0.691092697	0.780044448	0.759446548	0.923522542	1.12947151	1.065584347	0.919959158	0.970106065	1.07593954	0.942181567	1.043570473	1.342383672	1.359139909	1.154252741	1.41889397	1.170121475	1.025733317
SKA2	3.122572563	2.967583686	2.943410141	3.122138215	3.689111348	3.663513009	3.789202036	3.532530735	4.046226672	3.481857973	3.345638436	3.344771512	3.328059312	3.712603018	3.868378142	3.680134704	3.881380579
RXFP3	0	0.019461924	0.043423985	0.059030674	0.057692015	0.224250624	0.04513451	0.208600169	0.021627617	0	0	0.048658429	0.114619527	0.072492967	0.213778684	0	0.046968475
OR10G7	0	0	0	0	0.110863079	0.0404269	0	0.07385593	0.047013448	0	0	0	0	0	0	0	0
NDN	3.328568897	3.42800785	3.794904167	4.08538367	4.378525028	4.392529738	4.780859775	4.855446819	4.171112333	3.557777986	3.612025621	3.832074739	4.03947125	4.469461478	4.702647545	5.183605585	4.942355425
CCDC172	0.067715335	0.320014279	0.980797415	1.362945139	1.498452207	1.751901973	1.484977902	1.567753098	0.858337082	0.187758244	0.770503267	1.318748655	1.561693875	1.171781666	1.501545081	1.635624979	2.297279819
NTM	0.094652298	0.057868761	0.023152596	0.032969391	0.491425785	0.686261559	1.915303297	1.202428589	2.039808969	0.027773039	0	0.013228964	0.019024728	0.421131525	0.831922098	1.469336302	0.980529325
TTC3	2.629149381	2.15847472	2.286887018	2.258456206	2.602287179	2.483723159	2.80121163	2.576362336	3.336763855	2.8376141	2.593104875	2.624082778	2.563999786	2.526894267	2.60315005	2.780420303	2.750479451
KCNB2	0.03515777	0.031006411	0.05518127	0.083266645	0.386669841	0.57239055	0.794008503	1.188352067	0.703922178	0.013560686	0.071565433	0.07650552	0.025382866	0.35475926	0.734497056	0.79867979	1.043157408
PPP1R27	0.546187663	0.538128501	0.73809899	0.604008686	0.415699869	0.502633655	0.546905257	0.635956091	0.742153016	0.731188157	0.720271114	0.681463312	0.297180534	0.543950841	0.640804109	0.359016353	0.6319938
BRICD5	2.006256826	2.028245865	1.893607907	1.406210874	1.330991953	1.500717204	1.845790993	1.861701484	2.394779599	2.072917736	1.577078089	1.62667483	1.265115178	1.425295493	1.730785389	1.490596034	1.63913688
GALR2	0.470248963	0.475310305	0.593204568	0.824667005	0.73967051	0.790252827	0.089530255	0.215027442	0.17662148	0.362018504	0.458125352	0.556272177	0.633426614	1.093661654	1.034070826	0.5179637	0.652694671
RESP18	0.648403899	0.238482487	0.4171337	0.449335059	0.275029443	0.215466278	0.144973922	0.188003205	0.072100171	0.263850579	0.110044034	0.357459227	0.886890594	0.227188055	0	0.137444627	0.13914409
IGIP	0.409990212	0.392531189	0.309380204	0.273257905	0.32367572	0.240443165	0.119096105	0.166506806	0.180206159	0.673454739	0.755072601	0.824512877	0.603524931	0.435537193	0.597164607	0.404705661	0.260254799
TSKU	3.349754508	3.739867522	3.508723154	3.294393877	2.996896238	2.89507586	2.718364513	3.017783188	2.778559637	3.202753184	3.379394905	3.161320947	2.95355959	3.370868982	3.022678397	2.250374997	2.802088937
CMC4	0.052952601	0	0.023692054	0	0	0.024423945	0	0.047979029	0	0	0	0	0	0	0.023142403	0	0.026567457
ANXA2	5.808869684	4.873307386	4.374312423	4.340368936	5.044416529	4.571406906	3.300627716	3.577732313	2.759702928	5.297685228	4.074647571	3.768504107	3.644385016	4.484732872	4.459811052	3.943181284	4.23555623
RGS6	0.0234553	0.012319564	0.022315474	0.021088732	0.038118197	0.09448879	0.32566046	0.078962897	0.413125901	0.029882458	0.010141159	0.010283796	0.019517007	0.043901623	0.147978577	0.319997257	0.118031116
HOXB4	0.458965944	0.169481317	0.042221419	0.039416407	0.009570195	0	0	0	0	0.135202259	0	0.047288359	0.035623672	0.010606209	0.009617335	0.010888371	0
SLC35D3	0.017657425	0.030871131	0.049675249	0.062230236	0.19923867	0.464373717	0.486619837	0.359053926	0.311090487	0	0.020200277	0.096248658	0.054870928	0.246290577	0.658246072	0.677536545	0.550850219
PAQR7	1.59177094	1.803036576	1.683464627	1.828274675	2.104387835	1.90117112	1.716886053	1.973321884	1.803253771	1.703447838	1.784658904	1.675947038	2.148871	2.089733292	2.03570933	2.093259451	2.066815789
PAPPA	0.178331997	0.108859246	0.110155086	0.185493021	0.320162783	0.212858855	0.510364733	0.207088493	0.338270077	0.270097493	0.168132818	0.364894021	0.320205953	0.563472336	0.465074607	0.638981245	0.471646275
MAFA	4.377792821	3.36921265	3.365488933	3.400212489	2.165893083	1.967169085	1.248670496	1.350933699	1.104221992	4.015929613	3.50067293	3.371817449	3.303847825	2.88186706	2.268235625	2.368260472	1.993446758
NGRN	1.910332043	2.113497225	2.189822435	2.307689389	2.42442216	2.497649877	2.810434715	2.898281515	2.831897648	2.097087344	2.351924165	2.393396998	2.435083222	2.631931478	2.67888033	2.483744695	2.948580066
GRID1	0.159772291	0.171756894	0.215386187	0.270252489	0.138608615	0.062770051	0.079747041	0.170851193	0.119449431	0.070432993	0.132856372	0.206823626	0.205209155	0.103543879	0.071093618	0.083489238	0.149383278
RPS17	7.420572978	7.619168124	7.423683691	7.38736179	7.311384766	7.228345625	7.06563468	7.219029233	7.529816743	7.208476441	7.230753483	7.090766188	7.074261232	7.117045311	7.136363686	7.424007808	7.070901669
HCAR2	0.311905457	0.37884233	0.216469642	0.253563721	0.156273106	0	0.021995276	0	0	0.152472717	0.26930249	0.111528164	0.084666238	0.205785776	0.0795219	0	0.022454456
CCDC87	0.263059053	0.181633242	0.327720878	0.260876669	0.189041196	0.351088851	0.277341761	0.407640765	0.257126833	0.306482332	0.244153887	0.196334426	0.101387659	0.272804524	0.379990906	0.113868207	0.296996769
C1orf116	0.045229446	0.098284121	0.318375058	0.484209485	0.85891127	1.219644633	1.262100312	1.314155535	1.043306636	0.041767037	0.26205958	0.407241929	0.516515674	0.725730584	0.927216551	0.843828688	1.465666601
MAGEB17	0.051268445	0.086840342	0.116743616	0.219035625	1.049175812	1.248582746	2.025179871	2.088195964	0.856019843	0.057538507	0.079352313	0.192982402	0.107321014	0.864944554	1.478804864	1.987638056	1.908516181
CRIP2	1.680586665	2.793035861	3.060963355	3.076060489	2.298137801	1.880205855	1.709963065	1.397483226	1.43344664	1.510505426	2.903680515	2.990730875	3.195846113	2.813086529	2.376938381	2.139464604	1.578242534
DDX28	3.006470865	3.074880469	3.00996103	3.006456269	2.867935733	2.607679786	2.258220214	2.776720345	1.832683566	3.399132562	3.184343732	2.779883192	2.721462684	3.07541534	2.572494591	1.738757455	2.456590242
KRTAP13.2	0	0.042192152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACBD3	4.620910662	4.510813476	4.44224315	4.506134273	4.172474718	4.147475002	4.163076091	4.204669375	4.354993144	4.469857235	4.423013218	4.468622607	4.577295443	4.246216988	4.088926831	4.641642196	4.064376109
C16orf72	3.569704536	3.65883936	3.608286494	3.546367055	3.257930422	3.137873112	3.04727632	3.10489072	3.016801129	3.770029354	3.620156268	3.500328538	3.370195465	3.273120784	3.194259736	2.964640604	3.252469395
PLCXD3	0	0	0	0	0.010794335	0.015240845	0.011567852	0.021304465	0.038086974	0	0	0	0.005783947	0.004642235	0.100796492	0.057933219	0.027328629
VMO1	0.319943723	0.043775358	0.091577505	0.047187861	0.044871748	0.119127698	0.243910714	0.130925429	0.48574124	0.110057048	0	0.484619842	0.379639552	0.082682999	0.316437919	0.688967717	0.049666388
OR4F15	0	0	0	0	0	0	0	0	0	0	0	0	0.032402082	0	0	0	0
ALG12	2.29707017	2.260972255	2.081344017	1.911646752	1.8548334	1.727500304	1.873492836	1.71817051	1.959720586	2.304774892	2.222800693	2.11308989	2.014870577	1.815408531	1.942368634	2.071481394	1.790128733
LCK	0.346726611	1.435667607	2.786173677	3.657253134	3.013632213	3.504022134	3.999047753	3.230931366	4.813638281	0.843434638	2.707831671	3.465830223	3.981407121	2.857634655	3.287255837	4.234876891	3.57272879
GALNT9	0.082746664	0.047663791	0.027721147	0.069985275	0.08122229	0.121642942	0.092032601	0.132763521	0.06545235	0.056611025	0.006922955	0.020950241	0.02606664	0.026455028	0.028833899	0.072361992	0.098058327
COL18A1	2.300408706	2.349844574	3.06001817	4.100273841	6.340232256	6.040244718	6.096055086	5.7109069	6.097909054	2.702975826	2.549648993	2.999731864	3.200533549	5.56611001	5.978844213	5.564829882	5.355397014
RBM10	4.862963153	4.973980555	4.922016896	5.104164762	5.058848307	5.214690713	5.196691578	5.752204386	4.749965743	4.476795435	4.499260527	4.481296409	4.573243251	4.74714273	4.936953903	4.985079407	5.143589526
ADGRG3	0.012905703	0.043668787	0.070877886	0.011827717	0.012531025	0.053446873	0.09062293	0.044449824	0.243853738	0.014588147	0.088136309	0.169088771	0.166558653	0.012765233	0.023512919	0.022573706	0.068370257
GLUD2	2.73584497	3.19595471	3.239238484	3.023162066	2.611092411	2.266568323	1.995971352	2.233650642	2.061559833	2.604233259	3.119699125	3.101998523	3.139218889	2.925666046	2.53491962	2.275301471	2.281789675
TMEM95	0.033479826	0	0.033210617	0.059977278	0.055957236	0.028701457	0.033434969	0.065865336	0.07079419	0.034957792	0	0.07271407	0.070752681	0.028746759	0.162049895	0.078248851	0.101159335
TCHHL1	0	0.010323881	0.010229735	0	0	0	0	0	0	0	0.025013634	0.013607437	0.012296704	0	0.02224433	0	0.027794529
RPL35A	7.805578358	8.007206275	7.887656458	7.825345186	7.62124858	7.467092794	7.403999011	7.446804602	7.742209376	7.847719627	7.880131836	7.731859902	7.706069866	7.69061481	7.529703446	7.834134602	7.566787533
RGS7	0.140822051	0.212424879	0.114377178	0.230295891	0.311811447	0.531041676	1.128682951	0.761454086	1.105904997	0.370765051	0.228171816	0.245805184	0.282313902	0.526911474	0.848617676	1.412005466	1.052045745
SLC25A18	0.836537025	1.244210793	1.312165958	1.434898292	1.207878845	0.988681978	0.732736642	0.600448979	0.36027515	1.465827102	1.638571731	1.883663718	1.671375147	1.730310881	1.507461967	1.125093245	0.975118098
ZNF721	3.220343594	3.375237647	3.732221268	3.863493632	3.987381985	4.171323722	4.0629268	3.87999037	3.708928341	3.415153034	3.691502644	3.882779501	3.930890328	3.944413632	4.093055388	4.266361098	4.43367928
TCEAL7	0	0.14833733	0.203772796	0.576242405	2.080624584	2.756767493	3.943958614	3.854071697	3.697854573	0.041310336	0.239929166	0.219513437	0.878265999	2.328289254	3.063137151	3.510169973	3.323997508
C11orf54	2.31927056	2.223182244	2.334664257	2.283030643	2.192212823	2.205877021	2.278446896	2.175273089	2.401705988	2.728166929	2.642366636	2.806249014	2.927015232	2.467495816	2.631883476	2.838161349	2.534015368
CEP63	1.665095453	1.676531332	1.800180147	1.833999192	1.799172484	1.781594761	2.091373434	1.998143926	2.276318071	1.955840634	1.830076111	2.075111721	2.181626255	2.086914955	2.093305025	2.421752484	2.119246713
WFDC10B	0	0	0	0.053941068	0.229153232	0.271850662	0.246471058	0.289552116	0.126685252	0	0	0	0	0	0.233429315	0.439408466	0.207471166
SRPRA	5.321524968	5.233188286	5.153777441	5.084522623	4.615877571	4.56437121	4.457685891	4.723854989	4.509949051	5.070599394	4.990627989	4.792867577	4.650463798	4.665650368	4.605483741	4.496881016	4.444127792
OTOP3	0.016590051	0.043872503	0.103053468	0.235385935	0.061556054	0.043031733	0.035360087	0.032618112	0	0.017332823	0.018953648	0.173720845	0.246449355	0.149002935	0.062802089	0.066522371	0.016404178
EWSR1	4.993980363	4.885010417	4.806225893	4.793153766	4.801669998	4.83478428	4.822889802	5.050427242	4.830155025	4.847720697	4.691142899	4.519734048	4.485390534	4.737707907	4.644710227	4.59686061	4.807135259
ODF3L1	0.033390107	0	0.090866383	0.061331528	0.064617927	0.145589009	0.172892344	0.142799198	0.466157062	0.040692101	0	0.135557064	0	0.029380532	0.065502634	0.193636923	0.106843846
HMGN4	5.967260687	5.762369948	5.519664495	5.406945263	5.289836141	5.338302322	5.061190525	5.281968208	5.418707268	5.687642668	5.29083097	5.486277303	5.518902807	4.628912183	5.094007361	5.255058784	4.965461992
SPATA13	1.3124496	1.520066069	1.822634731	2.140487279	2.657138294	2.41913329	2.507876518	2.061941461	2.301203204	1.363511211	1.66860228	1.926063837	2.17019078	3.292718947	3.027946401	2.551659285	2.608088761
GJC1	1.206361295	2.255690401	3.171856887	3.591187644	4.212456972	3.968243589	4.422323724	3.431278585	4.077569922	1.888129513	2.609133242	2.69333969	2.738885213	4.292980124	4.124180103	4.208326264	4.003556977
SOX1	0.054928759	0.099322042	0.041335057	0.124691119	0.064604566	0.065061668	0.031133359	0.026279451	0	0.067800716	0	0.06664515	0.076773407	0.067317282	0.029199539	0.030898199	0.093681361
CNOT10	3.861738334	3.665738457	3.745742801	3.826505292	3.745420527	3.843836976	3.636757494	3.731409547	3.491274672	3.883389391	3.725612986	3.774870594	3.683900834	3.686609768	3.51903108	3.336761702	3.708577578
MTA1	2.467210151	2.518238339	2.41943642	2.782253344	3.358251733	3.499012218	4.158070671	3.899520355	4.442165074	2.964516047	3.01700566	3.068581802	3.092421589	3.440816051	3.653468055	4.054690374	3.787571993
ZNF662	1.224402552	1.307436074	1.356682108	1.450945351	1.847860391	1.888309764	2.261954477	2.035290692	0.009098541	0.482685992	0.621501819	0.853942902	0.932942221	1.417999269	1.902889621	2.12598664	2.504615591
CADM1	0.685037768	0.739617677	1.237334312	1.877940023	3.080148986	2.303224852	2.24635278	1.776647851	2.307923076	0.944445504	1.09875188	1.68602222	2.051722614	3.811109575	3.642855432	2.572889099	2.428311218
ZNF320	3.47137198	3.454597138	3.320908512	3.216965658	3.12027138	2.958675914	2.785891925	2.901799858	2.611440138	3.137075989	3.060020378	2.983972459	2.874590471	2.851705383	2.822865997	2.545634945	2.837184584
C12orf60	0.277218411	0.373924068	0.420169063	0.459661729	0.601349376	0.546063526	0.479439372	0.598160196	0.487211339	0.53855687	0.566057381	0.780106799	0.739749904	0.680305585	0.760935132	0.589390159	1.007584858
PYCR1	5.179877636	5.415217921	5.451673114	5.461993518	4.831350473	4.987370782	5.494482958	4.709347692	5.491342354	5.23903841	5.575187391	5.398035065	5.205535771	5.003063129	4.998696039	4.965758417	4.688289245
NAA38	3.714209621	3.817436531	3.806354417	3.718316961	3.27914566	3.022577453	3.197361545	3.247432043	3.757362426	3.77032713	3.937994221	3.631238205	3.783964282	3.519968104	3.471128213	3.41472285	3.163970836
SPNS2	1.628828791	1.755921555	1.524068345	1.335811982	1.217661805	1.344167096	1.066429436	1.298464928	1.174398203	1.733927677	1.785125278	1.859017609	1.791003256	1.380914357	1.434124065	1.349477529	1.202758687
MCEMP1	0.022316748	0.129513352	0.040766389	0.097441153	0.056754094	0.040308109	0.046054945	0.13990324	0	0.099093134	0.196196941	0.13654146	0.04642137	0.102349724	0.066602004	0	0.026294349
AP2A2	3.289298817	3.110656341	2.99268565	3.03673252	3.184877797	3.211410014	3.081370656	3.271062927	2.95243387	3.38335501	3.099243867	3.115064998	2.95339885	3.205618743	3.256210675	2.783068099	3.24794485
SLC8A1	0.053037443	0.063277158	0.12284763	0.243137623	0.279968787	0.314979611	0.764425122	0.635064303	0.710193906	0.021703867	0.038798364	0.036916767	0.078189279	0.096121116	0.152603082	0.62369064	0.513408524
OR1G1	0	0.035538776	0	0	0	0	0	0.083451757	0.042544427	0	0	0.046140437	0.042940427	0	0.109175863	0.1563647	0
SLC25A21	0.034270351	0.029730352	0.03095629	0.078931371	0.381960075	0.424955438	0.931018128	0.81413844	0.99776401	0.085545251	0.145808505	0.244303562	0.276241232	0.361499008	0.667397935	1.035565016	1.017549163
